term	meaning	reading
形	형태	かたち
片付ける	정리하다, 처리하다	かたづける
課長	과장	かちょう
かっこいい	멋있다	かっこいい
格好	모습, 알맞다	かっこう
かっこ悪い	멋없다	かっこわるい
活動	활동	かつどう
家内	아내	かない
必ず	반드시	かならず
金持ち	부자	かねもち
壁	벽	かべ
髪	머리카락	かみ
噛む	물다, 씹다, (말을) 더듬다	かむ
通う	다니다, (피나 전기나 마음이) 통하다	かよう
乾く	마르다	かわく
代わり	대신, 리필	かわり
代わりに	대신에	かわりに
考え	생각(의견이나 아이디어나 의도)	かんがえ
考え方	사고방식	かんがえかた
関係	관계	かんけい
関係者	관계자	かんけいしゃ
韓国語	한국어	かんこくご
かんごし	간호사	かんごし
感動	감동	かんどう
外部	외부	がいぶ
学部	학부	がくぶ
学期	학기	がっき
楽器	악기	がっき
気	마음, 의식, 분위기	き
機会	기회	きかい
機械	기계	きかい
気がある	마음이 있다	きがある
聞き取り	듣기	ききとり
危険	위험	きけん
聞こえる	들리다	きこえる
帰国	귀국하다	きこく
汽車	기차	きしゃ
記者	기자	きしゃ
季節	계절	きせつ
規則	규칙	きそく
北区	기타구	きたく
帰宅	귀가	きたく
きっと	분명히	きっと
切符	표	きっぷ
絹	비단	きぬ
厳しい	엄격하다, 어렵다, 심하다	きびしい
気分	기분	きぶん
君	너	きみ
気持ち	기분, 마음가짐	きもち
休業	휴업하다	きゅうぎょう
急行	급히 가다, 급행열차	きゅうこう
急に	갑자기, 급히	きゅうに
教会	교회	きょうかい
教科書	교과서	きょうかしょ
競争	경쟁	きょうそう
強調	강조	きょうちょう
興味	흥미	きょうみ
気をつける	조심하다	きをつける
禁煙	금연	きんえん
金魚	금붕어	きんぎょ
近所	근처	きんじょ
技術	기술	ぎじゅつ
逆	반대	ぎゃく
牛丼	규동	ぎゅうどん
銀色	은색	ぎんいろ
区	구	く
空気	공기, 분위기	くうき
空港	공항	くうこう
草	풀, ㅋㅋㅋ	くさ
下さる	주시다	くださる
首	목, 해고	くび
雲	구름	くも
曇り	흐림	くもり
区役所	구청	くやくしょ
暮らし	생활	くらし
比べる	비교하다	くらべる
黒	검정	くろ
具合	상태, 형편, 방식	ぐあい
軍人	군인	ぐんじん
毛	털	け
経営	경영	けいえい
計画	계획	けいかく
経験	경험	けいけん
警察	경찰	けいさつ
計算	계산	けいさん
経済	경제	けいざい
掲示板	게시판	けいじばん
携帯電話	휴대전화	けいたいでんわ
景色	경치	けしき
結果	결과	けっか
決して	(부정문에서) 결코	けっして
決心	결심	けっしん
決定	결정	けってい
欠点	결점	けってん
険しい	험하다	けわしい
県	현(일본 행정구역)	けん
見学	견학	けんがく
研究	연구	けんきゅう
研究会	연구회	けんきゅうかい
健康	건강	けんこう
見物	구경	けんぶつ
下宿	하숙	げしゅく
原因	원인	げんいん
玄関	현관	げんかん
元気	건강하다, 기운	げんき
言語	언어	げんご
子犬	강아지, 작은 개	こいぬ
公開	공개	こうかい
校外	교외	こうがい
郊外	교외	こうがい
高級	고급	こうきゅう
工業	공업	こうぎょう
高校生	고등학생	こうこうせい
工事	공사	こうじ
工場	공장	こうじょう
校長	교장	こうちょう
校長先生	교장 선생님	こうちょうせんせい
交通	교통	こうつう
講堂	강당	こうどう
公務員	공무원	こうむいん
氷	얼음	こおり
国産	국산	こくさん
国内	국내	こくない
国民	국민	こくみん
心	마음	こころ
小声	작은 목소리	こごえ
故障	고장, 부상	こしょう
答え	답	こたえ
こと	일	こと
言葉	말	ことば
小鳥	작은 새	ことり
子猫	새끼 고양이	こねこ
木の葉	나뭇잎	このは
この辺	이쯤	このへん
細かい	작다, (돈에) 깐깐하다	こまかい
混む	붐비다	こむ
込む	붐비다	こむ
米	쌀	こめ
小指	새끼손가락	こゆび
これから	이제부터, 여기서부터	これから
転ぶ	넘어지다, 구르다	ころぶ
怖い	무섭다	こわい
壊れる	망가지다	こわれる
今学期	이번 학기	こんがっき
今夜	오늘 밤	こんや
合格	합격	ごうかく
ご存じ	아시다	ごぞんじ
ご馳走	대접, 잘 차린 음식	ごちそう
ご覧になる	보시다, 해 보시다	ごらんになる
最近	최근	さいきん
最後	마지막	さいご
最初	처음	さいしょ
坂	비탈길	さか
魚屋	생선 가게	さかなや
盛ん	번성하다	さかん
探す	찾다	さがす
下がる	내려가다, 매달리다, 물러나다	さがる
桜	벚꽃	さくら
誘う	(함께 하자고) 권하다, 유혹하다, 불러일으키다	さそう
作家	작가	さっか
さっき	아까	さっき
砂糖	설탕	さとう
寂しい	외롭다	さびしい
再来年	다다음 해	さらいねん
騒ぐ	떠들다	さわぐ
触る	만지다	さわる
参加	참가	さんか
三角	삼각형	さんかく
参加者	참가자	さんかしゃ
産業	산업	さんぎょう
算数	산수	さんすう
賛成	찬성하다	さんせい
残念	아쉽다	ざんねん
市	시	し
仕方	방법	しかた
仕方ない	어쩔 수 없다, ~해서 견딜 수 없다(～て仕方ない)	しかたない
叱る	꾸짖다	しかる
試験	시험	しけん
舌	혀	した
下着	속옷	したぎ
支度	준비	したく
親しい	친하다, 익숙하다	したしい
しっかり	단단히, 제대로, 야무지다	しっかり
失敗	실패	しっぱい
指定	지정	してい
市内	시내	しない
品物	물건	しなもの
支払い	지불	しはらい
しばらく	잠시, 오래간만이다	しばらく
島	섬	しま
姉妹	자매	しまい
市民	시민	しみん
閉める	(문 등을) 닫다	しめる
社会	사회	しゃかい
社会学	사회학	しゃかいがく
社会人	사회인	しゃかいじん
写真家	사진가	しゃしんか
社長	사장	しゃちょう
借金	빚	しゃっきん
車道	차도	しゃどう
市役所	시청	しやくしょ
習慣	습관, 관습	しゅうかん
就職	취직	しゅうしょく
集中	집중	しゅうちゅう
終点	종점	しゅうてん
主人	주인, 남편	しゅじん
出身	출신	しゅっしん
出席	출석	しゅっせき
出張	출장	しゅっちょう
出発	출발하다	しゅっぱつ
趣味	취미, 취향	しゅみ
正月	새해, 1월	しょうがつ
招待	초대	しょうたい
将来	장래	しょうらい
職員	직원	しょくいん
食品	식품	しょくひん
食料品	식료품	しょくりょうひん
食器	식기	しょっき
書類	서류	しょるい
使用	사용	しよう
報せる	알리다	しらせる
資料	자료	しりょう
新製品	신제품	しんせいひん
親戚	친척	しんせき
親切	친절하다	しんせつ
新年	새해	しんねん
心配	걱정	しんぱい
新聞社	신문사	しんぶんしゃ
深夜	심야	しんや
親類	친척	しんるい
時間がかかる	시간이 걸리다	じかんがかかる
事件	사건	じけん
事故	사고	じこ
地震	지진	じしん
事情	사정	じじょう
時代	시대	じだい
実験	실험	じっけん
辞典	사전	じてん
自動	자동	じどう
事務室	사무실	じむしつ
事務所	사무소	じむしょ
邪魔	방해, (남의 집을) 방문하다(お邪魔する)	じゃま
邪魔になる	방해가 되다	じゃまになる
住宅	주택	じゅうたく
柔道	유도	じゅうどう
十分	충분하다	じゅうぶん
住民	주민	じゅうみん
重要	중요하다	じゅうよう
授業を受ける	수업을 듣다	じゅぎょうをうける
受験	수험	じゅけん
準備	준비	じゅんび
自由	자유	じゆう
自由に	자유롭게	じゆうに
乗客	승객	じょうきゃく
女性	여성	じょせい
人口	인구	じんこう
神社	신사	じんじゃ
水族館	수족관	すいぞくかん
水道	수도	すいどう
数学	수학	すうがく
空く	비다	すく
少しも	(부정 표현과 함께) 조금도	すこしも
寿司	초밥	すし
すっかり	완전히	すっかり
素敵	멋지다	すてき
捨てる	버리다	すてる
住まい	사는 곳	すまい
済む	끝나다	すむ
すり	소매치기	すり
スルト	그러자, 그러면	すると
ずいぶん	상당히, 너무하다	ずいぶん
生活	생활	せいかつ
成功	성공	せいこう
生産	생산	せいさん
成長	성장	せいちょう
制服	교복	せいふく
西洋	서양	せいよう
世界	세계	せかい
世界中	전 세계	せかいじゅう
節約	절약	せつやく
背中	등	せなか
世話	돌보다, 신세를 지다, 폐를 끼치다	せわ
戦争	전쟁	せんそう
洗濯	세탁	せんたく
先輩	선배	せんぱい
全員	전원	ぜんいん
全学年	전 학년	ぜんがくねん
全国	전국	ぜんこく
全然	전혀, 완전	ぜんぜん
全体	전체	ぜんたい
掃除	청소	そうじ
掃除機をかける	청소기를 돌리다	そうじきをかける
相談	상담하다	そうだん
速度	속도	そくど
育てる	키우다	そだてる
外側	바깥쪽	そとがわ
それで	그래서	それで
それに	게다가	それに
それほど	그 정도로	それほど
体育館	체육관	たいいくかん
退院	퇴원하다	たいいん
大会	대회	たいかい
大使	대사	たいし
大抵	대개	たいてい
台風	태풍	たいふう
体力	체력	たいりょく
倒れる	쓰러지다	たおれる
竹	대나무	たけ
確かに	분명히	たしかに
多少	다소	たしょう
足す	더하다	たす
多数	다수	たすう
訪ねる	방문하다	たずねる
ただ	그냥, 무료, 다만	ただ
卓球	탁구	たっきゅう
建つ	세워지다	たつ
建物	건물	たてもの
建てる	(건물을) 짓다	たてる
例えば	예를 들면	たとえば
棚	선반, 덩굴 시렁	たな
楽しみ	즐거움, 기대	たのしみ
たばこを吸う	담배를 피우다	たばこをすう
たまに	가끔	たまに
足りない	부족하다	たりない
足りる	충분하다	たりる
短期	단기	たんき
単語	단어	たんご
担当	담당	たんとう
担当者	담당자	たんとうしゃ
短編	단편	たんぺん
大学院	대학원	だいがくいん
大学生	대학생	だいがくせい
大事	중요하다	だいじ
台所	부엌	だいどころ
だいぶ	상당히	だいぶ
だから	그러니까	だから
ダメ	안 되다	だめ
男性	남성	だんせい
暖房	난방	だんぼう
力	힘	ちから
遅刻	지각	ちこく
地図	지도	ちず
父親	아버지	ちちおや
地名	지명	ちめい
茶色	갈색	ちゃいろ
中学生	중학생	ちゅうがくせい
中学校	중학교	ちゅうがっこう
中古	중고	ちゅうこ
中止	중지, 취소	ちゅうし
注射	주사	ちゅうしゃ
駐車場	주차장	ちゅうしゃじょう
昼食	점심 식사	ちゅうしょく
中心	중심	ちゅうしん
注文	주문	ちゅうもん
長所	장점	ちょうしょ
長女	장녀	ちょうじょ
貯金	저금	ちょきん
地理	지리	ちり
使い捨て	일회용	つかいすて
使いにくい	사용하기 어렵다	つかいにくい
都合	사정	つごう
都合が悪い	형편이 좋지 않다	つごうがわるい
包む	싸다	つつむ
続く	이어지다	つづく
爪	손발톱	つめ
つもり	~할 생각이다, (실제와 관계없이) ~라고 생각하다	つもり
梅雨	장마	つゆ
釣る	낚다	つる
丁寧	정중하다, 꼼꼼하다	ていねい
適当	적당하다, 대충하다	てきとう
手袋	장갑	てぶくろ
手前	앞쪽, 입장	てまえ
点	점	てん
店員	점원	てんいん
天気予報	일기 예보	てんきよほう
天才	천재	てんさい
天ぷら	튀김	てんぷら
展覧会	전시회	てんらんかい
出入口	출입구	でいりぐち
できるだけ	가능한 한	できるだけ
電灯	전등	でんとう
電報	전보	でんぽう
到着	도착	とうちゃく
とうとう	마침내	とうとう
東洋	동양	とうよう
遠く	멀리	とおく
通り	거리, ~대로, 종류	とおり
通る	지나다, 통하다, 받아들여지다	とおる
都会	도시	とかい
得意	잘하다, 우쭐하다	とくい
特色	특색	とくしょく
特に	특히	とくに
特別	특별하다	とくべつ
床屋	이발소	とこや
都市	도시	とし
途中	도중	とちゅう
特急	특급	とっきゅう
届く	닿다, 도착하다	とどく
届ける	전달하다, 신고하다	とどける
止まる	멈추다, (새나 벌레가) 앉다	とまる
止める	멈추다	とめる
共働き	맞벌이	ともばたらき
取り替える	바꾸다	とりかえる
撮る	(사진이나 영상을) 찍다	とる
道具	도구	どうぐ
どうしても	어떻게 해서라도, (부정문에서) 도저히	どうしても
道路	도로	どうろ
読書	독서	どくしょ
独身	독신	どくしん
泥棒	도둑	どろぼう
どんどん	쑥쑥, 계속해서, 쿵쿵	どんどん
どんなに	얼마나	どんなに
直す	고치다	なおす
治る	(병이나 상처가) 낫다	なおる
直る	고쳐지다	なおる
亡くなる	돌아가시다	なくなる
無くなる	없어지다	なくなる
なさる	하시다	なさる
納豆	낫토	なっとう
生ビール	생맥주	なまビール
悩む	고민하다	なやむ
鳴る	울리다	なる
なるべく	되도록	なるべく
なるほど	과연	なるほど
慣れる	익숙해지다	なれる
似合う	어울리다	にあう
苦い	(맛이) 쓰다	にがい
肉屋	정육점	にくや
逃げる	도망치다	にげる
にこにこ	싱글벙글하다	にこにこ
日記	일기	にっき
日程	일정	にってい
日本製	일본제	にほんせい
